Device Name,Machine Name,Domain/Workgroup,Last Seen,Last Logged User,Last Reboot Time,IP Address,Customer Name,OS Type,OS Edition,OS Version,OS Build,Office,AntiVirus,Vendor,Motherboard,Model,Serial Number,Processor,Memory,Display,Sound,Harddrive,CDRom,Network Adapter,System Drive,MAC Addresses,Port 21,Port 25,Port 80,Port 443,Port 3389,Critical Patch,Security Patch,Service Pack Patch,Upgrade Patch,Optional Patches
REV260REMOTE,REV260REMOTE,REEVES,"May 8, 2020 8:52:39 PM","REV260REMOTE\Nadine (Since: May 8, 2020 3:50:07 PM)","May 8, 2020 8:49:56 PM",174.197.14.144/172.20.10.6;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD013DF3M,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,MTFDHBA256TCK-1AS1AABHA (238GB),,"Realtek PCIe GbE Family Controller,Realtek RTL8822BE 802.11ac PCIe Adapter,Bluetooth Device (Personal Area Network)",C,38:22:E2:25:70:45 (Primary)D8:12:65:37:6E:67 D8:12:65:37:6E:68 ,0,0,0,0,1,0,0,3,0,0
REV258REMOTE,REV258REMOTE,REEVES,"May 11, 2020 2:51:28 AM","REV258REMOTE\Naomi (Since: May 7, 2020 8:43:29 AM)","May 7, 2020 1:43:20 PM",174.130.169.141/192.168.254.74;192.168.45.49;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD013DF5Q,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,MTFDHBA256TCK-1AS1AABHA (238GB),,"Realtek PCIe GbE Family Controller,Realtek RTL8822BE 802.11ac PCIe Adapter,Bluetooth Device (Personal Area Network)",C,38:22:E2:25:7C:F5 (Primary)D8:12:65:37:5F:11 D8:12:65:37:5F:12 ,0,0,0,0,1,0,0,3,0,0
REV267REMOTE,REV267REMOTE,REEVES,"May 7, 2020 4:51:19 PM","REV267REMOTE\Jodie (Since: May 7, 2020 7:52:36 AM)","April 21, 2020 7:32:35 PM",199.27.156.178/192.168.11.28;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD0139C0S,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,SAMSUNG MZVLQ256HAJD-000H1 (238GB),,"Realtek PCIe GbE Family Controller,Bluetooth Device (Personal Area Network),Realtek RTL8822BE 802.11ac PCIe Adapter",C,38:22:E2:25:79:B5 (Primary)4C:EB:BD:CF:E8:4B 4C:EB:BD:CF:E8:4C ,0,0,0,0,1,0,0,3,0,0
REV268REMOTE,REV268REMOTE,REEVES,"May 7, 2020 8:51:20 PM","REV268REMOTE\Romie (Since: May 7, 2020 10:44:28 AM)","May 7, 2020 3:44:13 PM",71.30.109.178/192.168.254.86;192.168.45.48;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD0139C5Z,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,SAMSUNG MZVLQ256HAJD-000H1 (238GB),,"Realtek PCIe GbE Family Controller,Bluetooth Device (Personal Area Network),Realtek RTL8822BE 802.11ac PCIe Adapter",C,38:22:E2:25:7A:B3 (Primary)4C:EB:BD:CF:D3:31 4C:EB:BD:CF:D3:32 ,0,0,0,0,1,0,0,3,0,0
REV269REMOTE,REV269REMOTE,REEVES,"May 5, 2020 2:12:43 AM","REV269REMOTE\Dana (Since: May 4, 2020 8:53:18 PM)","May 1, 2020 5:00:26 AM",199.27.158.231/192.168.11.47;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD0139BZX,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,SAMSUNG MZVLQ256HAJD-000H1 (238GB),,"Realtek PCIe GbE Family Controller,Realtek RTL8822BE 802.11ac PCIe Adapter,Bluetooth Device (Personal Area Network)",C,38:22:E2:25:7A:1F (Primary)4C:EB:BD:CF:D2:4F 4C:EB:BD:CF:D2:50 ,0,0,0,0,1,0,0,3,0,0
REV265REMOTE,REV265REMOTE,REEVES,"May 12, 2020 9:41:03 PM","REV265REMOTE\Venetta (Since: May 12, 2020 4:39:28 PM)","May 12, 2020 9:38:40 PM",24.32.149.208/192.168.0.14;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD0139C15,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,SAMSUNG MZVLQ256HAJD-000H1 (238GB),,"Realtek PCIe GbE Family Controller,Realtek RTL8822BE 802.11ac PCIe Adapter,Bluetooth Device (Personal Area Network)",C,38:22:E2:25:78:B1 (Primary)4C:EB:BD:CF:E6:E3 4C:EB:BD:CF:E6:E4 ,0,0,0,0,1,0,0,3,0,0
REV263REMOTE,REV263REMOTE,REEVES,"May 12, 2020 9:31:44 PM","REV263REMOTE\Carmen (Since: May 11, 2020 9:00:54 AM)","May 8, 2020 9:03:31 PM",71.30.110.252/192.168.1.24;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD0139C0B,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,SAMSUNG MZVLQ256HAJD-000H1 (238GB),,"Realtek PCIe GbE Family Controller,Realtek RTL8822BE 802.11ac PCIe Adapter,Bluetooth Device (Personal Area Network)",C,38:22:E2:25:7B:92 (Primary)4C:EB:BD:CF:D2:BB 4C:EB:BD:CF:D2:BC ,0,0,0,0,1,0,0,3,0,0
REV264REMOTE,REV264REMOTE,REEVES,"May 12, 2020 9:31:45 PM","REV264REMOTE\Rose (Since: May 1, 2020 4:40:36 PM)","May 1, 2020 9:40:26 PM",173.191.160.45/192.168.254.74;192.168.45.25;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD0139C13,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,SAMSUNG MZVLQ256HAJD-000H1 (238GB),,"Realtek PCIe GbE Family Controller,Bluetooth Device (Personal Area Network),Realtek RTL8822BE 802.11ac PCIe Adapter",C,38:22:E2:25:79:C1 (Primary)4C:EB:BD:CF:CB:8B 4C:EB:BD:CF:CB:8C ,0,0,0,0,0,0,0,3,0,0
REV266REMOTE,REV266REMOTE,REEVES,"May 7, 2020 8:11:24 PM","REV266REMOTE\Carla (Since: May 4, 2020 9:03:00 PM)","April 30, 2020 7:30:31 PM",76.77.25.24/192.168.11.145;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD0139C17,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,SAMSUNG MZVLQ256HAJD-000H1 (238GB),,"Realtek PCIe GbE Family Controller,Bluetooth Device (Personal Area Network),Realtek RTL8822BE 802.11ac PCIe Adapter",C,38:22:E2:25:79:C9 (Primary)4C:EB:BD:CF:E7:55 4C:EB:BD:CF:E7:56 ,0,0,0,0,1,0,0,3,0,0
REV270REMOTE,REV270REMOTE,REEVES,"May 12, 2020 6:13:16 PM","REV270REMOTE\Kasaly (Since: May 12, 2020 8:12:26 AM)","May 11, 2020 8:13:06 PM",173.186.173.175/192.168.254.76;,Reeves County Hospital,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Symantec Endpoint Protection,HP,HP 8538 ,HP ProBook 450 G6,5CD0139BZG,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz ,7.87 GB,Intel(R) UHD Graphics 620,Realtek High Definition Audio,SAMSUNG MZVLQ256HAJD-000H1 (238GB),,"Realtek PCIe GbE Family Controller,Bluetooth Device (Personal Area Network),Realtek RTL8822BE 802.11ac PCIe Adapter",C,38:22:E2:25:7B:9C (Primary)4C:EB:BD:CF:CF:1D 4C:EB:BD:CF:CF:1E ,0,0,0,0,1,0,0,3,0,0
